id	name	fans_count	author_followers_count	image_url	about	influences	works_count	hometown	born_at	died_at	goodreads_author	author_url
17307384	Arthur Azavedo	0	0	https://s.gr-assets.com/assets/nophoto/user/u_200x266-e183445fd1a1b5cc7075bb1cf7043306.png	Unknown	Unknown	1	Unknown			False	https://www.goodreads.com/author/show/17307384.Arthur_Azavedo
14485534	Daniel Gavet	0	0	https://s.gr-assets.com/assets/nophoto/user/u_200x266-e183445fd1a1b5cc7075bb1cf7043306.png	Unknown	Unknown	5	Unknown			False	https://www.goodreads.com/author/show/14485534.Daniel_Gavet
18081327	Raul Villa-Lobos	1	1	https://s.gr-assets.com/assets/nophoto/user/u_200x266-e183445fd1a1b5cc7075bb1cf7043306.png	Unknown	Unknown	1	Unknown			False	https://www.goodreads.com/author/show/18081327.Raul_Villa_Lobos
14229520	Jerónimo da S. Mota	0	0	https://s.gr-assets.com/assets/nophoto/user/u_200x266-e183445fd1a1b5cc7075bb1cf7043306.png	Unknown	Unknown	1	Unknown			False	https://www.goodreads.com/author/show/14229520.Jer_nimo_da_S_Mota
7046629	António Coelho Lousada	0	0	https://s.gr-assets.com/assets/nophoto/user/u_200x266-e183445fd1a1b5cc7075bb1cf7043306.png	Unknown	Unknown	2	Unknown			False	https://www.goodreads.com/author/show/7046629.Ant_nio_Coelho_Lousada
16052686	Manoel Luiz	0	0	https://s.gr-assets.com/assets/nophoto/user/u_200x266-e183445fd1a1b5cc7075bb1cf7043306.png	Unknown	Unknown	2	Unknown			False	https://www.goodreads.com/author/show/16052686.Manoel_Luiz
44407	Lord Byron	1609	1609	https://images.gr-assets.com/authors/1568147647p5/44407.jpg	"George Gordon Byron (invariably known as Lord Byron), later Noel, 6th Baron Byron of Rochdale FRS was a British poet and a leading figure in Romanticism. Amongst Byron's best-known works are the brief poems She Walks in Beauty, When We Two Parted, and So, we'll go no more a roving, in addition to the narrative poems Childe Harold's Pilgrimage and Don Juan. He is regarded as one of the greatest British poets and remains widely read and influential, both in the English-speaking world and beyond.Byron's notabilty rests not only on his writings but also on his life, which featured upper-class living, numerous love affairs, debts, and separation. He was notably described by Lady Caroline Lamb as ""mad, bad, and dangerous to know"". Byron served as a regional leader of Italy's revolutionary organization, the Carbonari, in its struggle against Austria. He later travelled to fight against the Ottoman Empire in the Greek War of Independence, for which Greeks revere him as a national hero. He died from a fever contracted while in Messolonghi in Greece."	"<a href=""https://www.goodreads.com/author/show/64845.William_Wordsworth"" title=""William Wordsworth"" rel=""nofollow noopener"">William Wordsworth</a>, <a href=""https://www.goodreads.com/author/show/9876.John_Milton"" title=""John Milton"" rel=""nofollow noopener"">John Milton</a>, <a href=""https://www.goodreads.com/author/show/40496.Fran_ois_Ren__de_Chateaubriand"" title=""François-René de Chateaubriand"" rel=""nofollow noopener"">François-René de Chateaubriand</a>, <a href=""https://www.goodreads.com/author/show/25157.Alexander_Pope"" title=""Alexander Pope"" rel=""nofollow noopener"">Alexander Pope</a>, <a href=""https://www.goodreads.com/author/show/5031312.Dante_Alighieri"" title=""Dante Alighieri"" rel=""nofollow noopener"">Dante Alighieri</a>, <a href=""https://www.goodreads.com/author/show/11145.Edmund_Spenser"" title=""Edmund Spenser"" rel=""nofollow noopener"">Edmund Spenser</a>"	964	London, England	1788/01/22	1824/04/19	False	https://www.goodreads.com/author/show/44407.Lord_Byron
2976656	Humberto de Campos	3	3	https://images.gr-assets.com/authors/1621242582p5/2976656.jpg	"Humberto de Campos Veras (Miritiba, October 25, 1886 – Rio de Janeiro, December 5, 1934) was a Brazilian journalist, politician and writer. He published his first book of verses, titled ""Poeira"" (1st series) in 1910, when he was 24 years old, which earned him some recognition. Two years later he moved to Rio de Janeiro, where he continued his journalistic career and became known in the literary circles of the federal capital, attracting the friendship of writers such as Coelho Neto, Emílio de Menezes and Olavo Bilac. He starts to work at the newspaper ""O Imparcial"", next to illustrious figures such as Rui Barbosa, José Veríssimo, Vicente de Carvalho and João Ribeiro. He becomes more and more known nationally for his chronicles published in various newspapers in Rio de Janeiro, São Paulo and other Brazilian capitals, sometimes under his pseudonym ""Conselheiro XX""."	Unknown	30	Miritiba	1886/10/25	1934/12/05	False	https://www.goodreads.com/author/show/2976656.Humberto_de_Campos
392933	Alice Brown	1	1	https://images.gr-assets.com/authors/1345149431p5/392933.jpg	Aka Martin Redfield.Alice Brown was an American novelist, poet and playwright, best known as a writer of local color stories. She also contributed a chapter to the collaborative novel, The Whole Family.	Unknown	94	Hampton Falls, New Hampshire	1856/12/05	1948/06/21	False	https://www.goodreads.com/author/show/392933.Alice_Brown
20015201	Luís Anselmo da Fonseca	0	0	https://s.gr-assets.com/assets/nophoto/user/u_200x266-e183445fd1a1b5cc7075bb1cf7043306.png	Unknown	Unknown	1	Unknown			False	https://www.goodreads.com/author/show/20015201.Lu_s_Anselmo_da_Fonseca
7415974	Ridendo Castigat Mores	0	0	https://s.gr-assets.com/assets/nophoto/user/u_200x266-e183445fd1a1b5cc7075bb1cf7043306.png	Unknown	Unknown	9	Unknown			False	https://www.goodreads.com/author/show/7415974.Ridendo_Castigat_Mores
8123289	Oliveira Viana	0	0	https://s.gr-assets.com/assets/nophoto/user/u_200x266-e183445fd1a1b5cc7075bb1cf7043306.png	Unknown	Unknown	2	Unknown			False	https://www.goodreads.com/author/show/8123289.Oliveira_Viana
1421515	Eucanaã Ferraz	10	10	https://images.gr-assets.com/authors/1527208718p5/1421515.jpg	Eucanaã Ferraz nasceu no Rio de Janeiro, em 18 de maio de 1961. Publicou, entre outros, Desassombro (2002, Prêmio Alphonsus de Guimaraens, da Fundação Biblioteca Nacional), Rua do mundo (2004), Cinemateca (2008, Prêmio Jabuti), Sentimental (2012, Prêmio Portugal Telecom de Poesia), Escuta (2015), e, para o público infanto-juvenil Bicho de sete cabeças e outros seres fantásticos (2009) e Palhaço, macaco, passarinho (Prêmio Ofélia Fontes, pela Fundação Nacional do Livro Infantil e Juvenil, o Melhor Livro para a Criança). Organizou vários livros, entre eles, Letra só (2003) e O mundo não é chato (2005), ambos de Caetano Veloso; reuniu poemas e letras de canção na antologia Veneno antimonotonia (2005); após preparar a Poesia completa e prosa de Vinicius de Moraes (2004), passou a coordenar a edição das obras do poeta (Companhia das Letras). Publicou, na coleção Folha Explica, o volume sobre Vinicius de Moraes (2006).É Professor de Literatura Brasileira na Faculdade de Letras da Universidade Federal do Rio de Janeiro – UFRJ e, desde 2010, atua como Consultor de literatura do Instituto Moreira Salles, onde elabora publicações, exposições, debates, cursos e espetáculos.	Unknown	32	Rio de Janeiro	1961/05/18		False	https://www.goodreads.com/author/show/1421515.Eucana_Ferraz
7801622	Gonçalves de Magalhães	0	0	https://s.gr-assets.com/assets/nophoto/user/u_200x266-e183445fd1a1b5cc7075bb1cf7043306.png	"Domingos José Gonçalves de Magalhães, primeiro e único barão e visconde do Araguaia, (Rio de Janeiro, 13 de agosto de 1811 – Roma, 10 de julho de 1882) foi um médico, professor, diplomata, político, poeta e ensaísta brasileiro, tendo participado de missões diplomáticas na França, Itália, Vaticano, Argentina, Uruguai e Paraguai, além de ter representado a província do Rio Grande do Sul na sexta Assembleia Geral. Foi filho de Pedro Gonçalves de Magalhães Chaves.Ingressou em 1828 no curso de medicina, diplomando-se em 1832. No mesmo ano estreou com ""Poesias"" e, no ano seguinte, parte para a Europa, com a intenção de se aperfeiçoar em medicina.Em 1838, é nomeado professor de Filosofia do Colégio Pedro II, tendo lecionado por pouco tempo.De 1838 a 1841 foi secretário de Caxias no Maranhão e de 1842 a 1846 no Rio Grande do Sul. Em 1847 entrou para a carreira diplomática brasileira. Foi Encarregado de Negócios nas Duas Sicílias, no Piemonte, na Rússia e na Espanha; ministro residente na Áustria; ministro dos Estados Unidos, Argentina e na Santa Sé, onde morreu.Morreu em Roma, onde exercia cargos diplomáticos junto à Santa Sé, no ano de 1882."	Unknown	14	Unknown	1811/08/13	1882/07/10	False	https://www.goodreads.com/author/show/7801622.Gon_alves_de_Magalh_es
211688	Luís Seoane	0	0	https://s.gr-assets.com/assets/nophoto/user/u_200x266-e183445fd1a1b5cc7075bb1cf7043306.png	Unknown	Unknown	17	Unknown	1910/01/01	1979/01/01	False	https://www.goodreads.com/author/show/211688.Lu_s_Seoane
4017416	Adelina Lopes Vieira	1	1	https://s.gr-assets.com/assets/nophoto/user/u_200x266-e183445fd1a1b5cc7075bb1cf7043306.png	Unknown	Unknown	6	Unknown			False	https://www.goodreads.com/author/show/4017416.Adelina_Lopes_Vieira
7827707	Alberto Figueiredo Pimentel	0	0	https://s.gr-assets.com/assets/nophoto/user/u_200x266-e183445fd1a1b5cc7075bb1cf7043306.png	Unknown	Unknown	2	Unknown			False	https://www.goodreads.com/author/show/7827707.Alberto_Figueiredo_Pimentel
891478	Dalila L. Pereira da Costa	6	6	https://s.gr-assets.com/assets/nophoto/user/u_200x266-e183445fd1a1b5cc7075bb1cf7043306.png	Unknown	Unknown	20	Unknown			False	https://www.goodreads.com/author/show/891478.Dalila_L_Pereira_da_Costa
17863359	Joan Garcia De Guilhade	0	0	https://s.gr-assets.com/assets/nophoto/user/u_200x266-e183445fd1a1b5cc7075bb1cf7043306.png	Unknown	Unknown	1	Unknown			False	https://www.goodreads.com/author/show/17863359.Joan_Garcia_De_Guilhade
2892920	João de Deus	2	2	https://images.gr-assets.com/authors/1483960834p5/2892920.jpg	João de Deus de Nogueira Ramos (São Bartolomeu de Messines, 8 de Março de 1830 — Lisboa, 11 de Janeiro de 1896), mais conhecido por João de Deus, foi um eminente poeta lírico e pedagogo, considerado à época o primeiro do seu tempo, e o proponente de um método de ensino da leitura, assente numa Cartilha Maternal por ele escrita, que teve grande aceitação popular, sendo ainda utilizado. Gozou de extraordinária popularidade, foi quase um culto, sendo ainda em vida objecto das mais variadas homenagens. Foi considerado o poeta do amor e encontra-se sepultado no Panteão Nacional da Igreja de Santa Engrácia, em Lisboa.	Unknown	29	São Bartolomeu de Messines, Silves	1830/03/08	1896/01/11	False	https://www.goodreads.com/author/show/2892920.Jo_o_de_Deus
1120219	Francisco Topa	2	2	https://s.gr-assets.com/assets/nophoto/user/u_200x266-e183445fd1a1b5cc7075bb1cf7043306.png	Unknown	Unknown	14	Unknown			False	https://www.goodreads.com/author/show/1120219.Francisco_Topa
1690187	Basilio de Magalhaes	0	0	https://s.gr-assets.com/assets/nophoto/user/u_200x266-e183445fd1a1b5cc7075bb1cf7043306.png	Unknown	Unknown	1	Unknown			False	https://www.goodreads.com/author/show/1690187.Basilio_de_Magalhaes
16501428	Joao D'Andrade Corvo	0	0	https://s.gr-assets.com/assets/nophoto/user/u_200x266-e183445fd1a1b5cc7075bb1cf7043306.png	Unknown	Unknown	3	Unknown			False	https://www.goodreads.com/author/show/16501428.Joao_D_Andrade_Corvo
3344503	Júlio Dantas	6	6	https://images.gr-assets.com/authors/1516026138p5/3344503.jpg	Unknown	Unknown	53	Lagos	1876/05/19	1962/05/25	False	https://www.goodreads.com/author/show/3344503.J_lio_Dantas
2745872	João do Rio	9	9	https://s.gr-assets.com/assets/nophoto/user/u_200x266-e183445fd1a1b5cc7075bb1cf7043306.png	João do Rio was the pseudonym of the Brazilian journalist, short-story writer and playwright João Paulo Emílio Cristóvão dos Santos Coelho Barreto.	Unknown	56	Rio de Janeiro	1881/08/05	1921/06/23	False	https://www.goodreads.com/author/show/2745872.Jo_o_do_Rio
14800237	Jules Patenotre	0	0	https://s.gr-assets.com/assets/nophoto/user/u_200x266-e183445fd1a1b5cc7075bb1cf7043306.png	Unknown	Unknown	1	Unknown			False	https://www.goodreads.com/author/show/14800237.Jules_Patenotre
5223	Franz Kafka	20922	20922	https://images.gr-assets.com/authors/1615573688p5/5223.jpg	"Franz Kafka was one of the major fiction writers of the 20th century. He was born to a middle-class German-speaking Jewish family in Prague, Bohemia (presently the Czech Republic), Austria–Hungary. His unique body of writing—much of which is incomplete and which was mainly published posthumously—is considered to be among the most influential in Western literature.His stories include ""The Metamorphosis"" (1912) and ""In the Penal Colony"" (1914), while his novels are The Trial (1925), The Castle (1926) and Amerika (1927).Kafka's first language was German, but he was also fluent in Czech. Later, Kafka acquired some knowledge of the French language and culture; one of his favorite authors was Flaubert.Kafka first studied chemistry at the Charles-Ferdinand University of Prague, but switched after two weeks to law. This offered a range of career possibilities, which pleased his father, and required a longer course of study that gave Kafka time to take classes in German studies and art history. At the university, he joined a student club, named Lese- und Redehalle der Deutschen Studenten, which organized literary events, readings and other activities. In the end of his first year of studies, he met Max Brod, who would become a close friend of his throughout his life, together with the journalist Felix Weltsch, who also studied law. Kafka obtained the degree of Doctor of Law on 18 June 1906 and performed an obligatory year of unpaid service as law clerk for the civil and criminal courts.Kafka's writing attracted little attention until after his death. During his lifetime, he published only a few short stories and never finished any of his novels, unless ""The Metamorphosis"" is considered a (short) novel. Prior to his death, Kafka wrote to his friend and literary executor Max Brod: ""Dearest Max, my last request: Everything I leave behind me ... in the way of diaries, manuscripts, letters (my own and others'), sketches, and so on, [is] to be burned unread."" Brod overrode Kafka's wishes, believing that Kafka had given these directions to him specifically because Kafka knew he would not honor them—Brod had told him as much. Brod, in fact, would oversee the publication of most of Kafka's work in his possession, which soon began to attract attention and high critical regard.Max Brod encountered significant difficulty in compiling Kafka's notebooks into any chronological order as Kafka was known to start writing in the middle of notebooks, from the last towards the first, etc.All of Kafka's published works, except several letters he wrote in Czech to Milena Jesenská, were written in German."	"<a href=""https://www.goodreads.com/author/show/57432.Franz_Werfel"" title=""Franz Werfel"" rel=""nofollow noopener"">Franz Werfel</a>, <a href=""https://www.goodreads.com/author/show/18317.Knut_Hamsun"" title=""Knut Hamsun"" rel=""nofollow noopener"">Knut Hamsun</a>, <a href=""https://www.goodreads.com/author/show/16073.Robert_Walser"" title=""Robert Walser"" rel=""nofollow noopener"">Robert Walser</a>, <a href=""https://www.goodreads.com/author/show/5031025.Anton_Chekhov"" title=""Anton Chekhov"" rel=""nofollow noopener"">Anton Chekhov</a>, <a href=""https://www.goodreads.com/author/show/6172.S_ren_Kierkegaard"" title=""Søren Kierkegaard"" rel=""nofollow noopener"">Søren Kierkegaard</a>, <a href=""https://www.goodreads.com/author/show/3137322.Fyodor_Dostoevsky"" title=""Fyodor Dostoevsky"" rel=""nofollow noopener"">Fyodor Dostoevsky</a>, <a href=""https://www.goodreads.com/author/show/239579.Charles_Dickens"" title=""Charles Dickens"" rel=""nofollow noopener"">Charles Dickens</a>, <a href=""https://www.goodreads.com/author/show/6815.August_Strindberg"" title=""August Strindberg"" rel=""nofollow noopener"">August Strindberg</a>, <a href=""https://www.goodreads.com/author/show/1461.Gustave_Flaubert"" title=""Gustave Flaubert"" rel=""nofollow noopener"">Gustave Flaubert</a>, <a href=""https://www.goodreads.com/author/show/54427.Heinrich_von_Kleist"" title=""Heinrich von Kleist"" rel=""nofollow noopener"">Heinrich von Kleist</a>, <a href=""https://www.goodreads.com/author/show/114756.Octave_Mirbeau"" title=""Octave Mirbeau"" rel=""nofollow noopener"">Octave Mirbeau</a>"	1805	Prague, Bohemia, Austria-Hungary	1883/07/03	1924/06/03	False	https://www.goodreads.com/author/show/5223.Franz_Kafka
584040	Eduardo Lourenço	53	53	https://images.gr-assets.com/authors/1590334996p5/584040.jpg	Oriundo de uma pequena aldeia da Beira Interior, era o mais velho dos sete filhos de Abílio de Faria, capitão de Infantaria, e de Maria de Jesus Lourenço. Mudou-se para a Guarda em 1932, e ingressou no Colégio Militar, em 1934, um ano depois do pai partir para Nampula, em Moçambique.Em 1940, já em Coimbra, encontrou um ambiente mais aberto e propício a uma reflexão cultural que sempre haveria de prosseguir. Obtém a licenciatura em Ciências Histórico-Filosóficas em 1946. Torna-se assistente da Faculdade de Letras da Universidade de Coimbra, entre 1947 e 1953, colaborando com Joaquim de Carvalho. É nesse período que publica o seu primeiro livro, Heterodoxias (1949), que reúne uma parte da sua tese de licenciatura, O Sentido da Dialéctica no Idealismo Absoluto. Colaborou também no Diário de Coimbra, publicando as Crónicas Heterodoxas.Em 1949 realiza um estágio na Universidade de Bordéus 2, com uma bolsa do Programa Fulbright. Leitor de Cultura Portuguesa, entre 1953 e 1955, nas universidades de Hamburgo e Heidelberg, exerce a mesma actividade na Universidade de Montpellier, de 1956 a 1958. Casa-se com Annie Salamon, em Dinard, em 1954. Após um ano passado na Universidade Federal da Bahia, como professor convidado de Filosofia, passou a viver em França, em 1960.Fixou residência em Vence, em 1965. Foi leitor na Universidade de Grenoble, de 1960 a 1965, e maître assistant na Universidade de Nice, até 1987, onde passou a maître de conferences, em 1986. Tornou-se professor jubilado em Nice, em 1988.Em 1989 assume funções como conselheiro cultural junto da Embaixada Portuguesa em Roma, até 1991. Desde 1999 ocupa o cargo de administrador (não executivo) da Fundação Calouste Gulbenkian, em Lisboa.Faleceu a 1 de Dezembro de 2020.	"<a href=""https://www.goodreads.com/author/show/180033.Edmund_Husserl"" title=""Edmund Husserl"" rel=""nofollow noopener"">Edmund Husserl</a>, <a href=""https://www.goodreads.com/author/show/6172.S_ren_Kierkegaard"" title=""Søren Kierkegaard"" rel=""nofollow noopener"">Søren Kierkegaard</a>, <a href=""https://www.goodreads.com/author/show/1938.Friedrich_Nietzsche"" title=""Friedrich Nietzsche"" rel=""nofollow noopener"">Friedrich Nietzsche</a>, <a href=""https://www.goodreads.com/author/show/6191.Martin_Heidegger"" title=""Martin Heidegger"" rel=""nofollow noopener"">Martin Heidegger</a>, <a href=""https://www.goodreads.com/author/show/1466.Jean_Paul_Sartre"" title=""Jean-Paul Sartre"" rel=""nofollow noopener"">Jean-Paul Sartre</a>"	73	São Pedro de Rio Seco, Almeida	1923/05/23	2020/12/01	False	https://www.goodreads.com/author/show/584040.Eduardo_Louren_o
20373766	Eliú Quintiliano	0	0	https://s.gr-assets.com/assets/nophoto/user/u_200x266-e183445fd1a1b5cc7075bb1cf7043306.png	Unknown	Unknown	2	Unknown			False	https://www.goodreads.com/author/show/20373766.Eli_Quintiliano
4201297	Cristóvão Falcão	2	2	https://images.gr-assets.com/authors/1290263716p5/4201297.jpg	Christovão Falcão (1512?-1557; in modern Portuguese Cristóvão Falcão), sometimes Christovão Falcão de Sousa or Christovão de Sousa Falcão, was a Portuguese poet, that came of a noble family settled at Portalegre in the Alentejo, which had originated with John Falcon or Falconet, one of the Englishmen who went to Portugal in 1386 in the suite of Philippa of Lancaster. His father, João Vaz de Almada Falcão, was an upright public servant who had held the captaincy of Elmina on the West African coast, but died, as he had lived, a poor man.There is a tradition that in boyhood Christovão fell in love with a beautiful child and rich heiress, D. Maria Brandão, and in 1526 married her clandestinely, but parental opposition prevented the ratification of the marriage. Family pride, it is said, drove the father of Christovão to keep his son under strict surveillance in his own house for five years, while the lady's parents, objecting to the youth's small means, put her into the Cistercian convent of Lorvão, and there endeavoured to wean her heart from him by the accusation that he coveted her fortune more than her person. Their arguments and the promise of a good match ultimately prevailed, and in 1534 D. Maria left the convent to marry D. Luís de Silva, captain of Tangier, while the broken-hearted Christovão told his sad story in some beautiful lyrics and particularly in the eclogue Chrisfal.The poetical works of Christovão Falcão were published anonymously, owing, it is supposed, to their personal nature and allusions, and, in part or in whole, they have been often reprinted. The is a critical edition of Chrisfal and A Carta (the letter) by Epiphandro da Silva Dias under the title Obras de Christovão Falcão, (Porto, 1893), and one of the Cantigas Esparsas by the same scholar appeared in the Revista Lusitana (vol. 4, pp. 142-f 79, Lisbon, 1896), under the name Fragmento de um Cancioneiro do Século XV. The Trovas de Chrisfal, in what appears to be the earliest known version, consists of 1015 verses. This text, though known earlier, was finally edited in 1995 (by Rip Cohen), all previous editions having been based on the edition of Ferrara.	Unknown	3	Unknown	1511/12/22	1556/12/22	False	https://www.goodreads.com/author/show/4201297.Crist_v_o_Falc_o
14715472	Diogo de Carvalho e Sampaio	0	0	https://s.gr-assets.com/assets/nophoto/user/u_200x266-e183445fd1a1b5cc7075bb1cf7043306.png	Unknown	Unknown	1	Unknown			False	https://www.goodreads.com/author/show/14715472.Diogo_de_Carvalho_e_Sampaio
4093271	Henrique Augusto Dias De Carvalho	0	0	https://s.gr-assets.com/assets/nophoto/user/u_200x266-e183445fd1a1b5cc7075bb1cf7043306.png	Unknown	Unknown	21	Unknown			False	https://www.goodreads.com/author/show/4093271.Henrique_Augusto_Dias_De_Carvalho
21048512	Nicolau T. Leroy	0	0	https://s.gr-assets.com/assets/nophoto/user/u_200x266-e183445fd1a1b5cc7075bb1cf7043306.png	Unknown	Unknown	1	Unknown			False	https://www.goodreads.com/author/show/21048512.Nicolau_T_Leroy
3315826	Oswaldo Goeldi	0	0	https://s.gr-assets.com/assets/nophoto/user/u_200x266-e183445fd1a1b5cc7075bb1cf7043306.png	Unknown	Unknown	5	Unknown			False	https://www.goodreads.com/author/show/3315826.Oswaldo_Goeldi
18501520	Desiderio Marques Leao	0	0	https://s.gr-assets.com/assets/nophoto/user/u_200x266-e183445fd1a1b5cc7075bb1cf7043306.png	Unknown	Unknown	1	Unknown			False	https://www.goodreads.com/author/show/18501520.Desiderio_Marques_Leao
7373770	Manuel Botelho de Oliveira	0	0	https://s.gr-assets.com/assets/nophoto/user/u_200x266-e183445fd1a1b5cc7075bb1cf7043306.png	Unknown	Unknown	7	Unknown			False	https://www.goodreads.com/author/show/7373770.Manuel_Botelho_de_Oliveira
3453272	Juan José Hernández	0	0	https://s.gr-assets.com/assets/nophoto/user/u_200x266-e183445fd1a1b5cc7075bb1cf7043306.png	Unknown	Unknown	19	San Miguel de Tucumán	1931/01/01	2007/03/21	False	https://www.goodreads.com/author/show/3453272.Juan_Jos_Hern_ndez
21440701	Oséias Silas Ferraz	0	0	https://s.gr-assets.com/assets/nophoto/user/u_200x266-e183445fd1a1b5cc7075bb1cf7043306.png	Unknown	Unknown	2	Unknown			False	https://www.goodreads.com/author/show/21440701.Os_ias_Silas_Ferraz
6378	Hans Christian Andersen	2848	2848	https://images.gr-assets.com/authors/1434625240p5/6378.jpg	"Hans Christian Andersen (often referred to in Scandinavia as H.C. Andersen) was a Danish author and poet. Although a prolific writer of plays, travelogues, novels, and poems, Andersen is best remembered for his fairy tales. Andersen's popularity is not limited to children; his stories — called eventyr, or ""fairy-tales"" — express themes that transcend age and nationality.Andersen's fairy tales, which have been translated into more than 125 languages, have become culturally embedded in the West's collective consciousness, readily accessible to children, but presenting lessons of virtue and resilience in the face of adversity for mature readers as well. Some of his most famous fairy tales include ""The Little Mermaid"", ""The Ugly Duckling"", ""The Nightingale"", ""The Emperor's New Clothes"" and many more. His stories have inspired plays, ballets, and both live-action and animated films."	"<a href=""https://www.goodreads.com/author/show/3403791.Hans_Christian__rsted"" title=""Hans Christian Ørsted"" rel=""nofollow noopener"">Hans Christian Ørsted</a>, <a href=""https://www.goodreads.com/author/show/239579.Charles_Dickens"" title=""Charles Dickens"" rel=""nofollow noopener"">Charles Dickens</a>"	3031	Odense	1805/04/02	1875/08/04	False	https://www.goodreads.com/author/show/6378.Hans_Christian_Andersen
