id;id;title;country_code;image_url;publication_year;publisher;language_code;is_ebook;description;average_rating;num_pages;format;ratings_count;text_reviews_count;url;series_works
1238901;1238901;O Alquimista;BR;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466867228l/1238901._SX98_.jpg;1990;Pergaminho;por;FALSE;O Alquimista é a história de um jovem que tem um sonho repetido com um tesouro oculto guardado perto das pirâmides do Egipto. Este resolve seguir o seu sonho, enfrenta as maiores dificuldades, atravessa desertos e defronta-se com os grandes mistérios que acompanham o Homem desde o começo dos tempos: os sinais de Deus, a Lenda Pessoal que cada um de nós tem que viver, a misteriosa Alma do Mundo, onde qualquer pessoa pode penetrar se ouvir a voz do seu coração.;3.89;240;Paperback;3990;246;https://www.goodreads.com/book/show/1238901.O_Alquimista;
12672711;12672711;Minha vida fora de série: 1ª temporada (Minha vida fora de série, #1);BR;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316487972l/12672711._SX98_.jpg;2011;Gutenberg;por;FALSE;Mudar de cidade sempre é difícil, mas fazer isso na adolescência é algo que deveria ser proibido. Como começar de novo em um lugar onde todos já se conhecem, onde os grupos já estão formados, onde ninguém sabe quem você é? A princípio, Priscila não gosta da ideia, mas aos poucos percebe que pode usar isso a seu favor, tendo a chance de ser alguém diferente. Mas será que o papel escolhido é aquele que ela realmente quer representar? Aos poucos, Priscila percebe que o que importa não é o lugar, e sim as pessoas que vivem nele. E que, além da nova cidade, há algo mais importante para se conhecer: ela mesma.<br /><br />Quem gosta da série Fazendo meu filme não pode perder o livro de estreia desta nova série de Paula Pimenta. Situado no mesmo universo ficcional, temos a oportunidade de acompanhar alguns dos nossos já adorados personagens, três anos antes de a história de Fazendo meu filme começar.<br /><br />Não perca a 1ª temporada da vida fora de série de Priscila!;4.31;408;Paperback;3307;76;https://www.goodreads.com/book/show/12672711-minha-vida-fora-de-s-rie;"OrderedDict([('series_work', OrderedDict([('id', '664934'), ('user_position', '1'), ('series', OrderedDict([('id', '133094'), ('title', 'Minha vida fora de série'), ('description', ""MVFS tells the story of Priscila, a girl who is forced to moved from Sao Paulo to Belo Horizonte after her parents' divorce. There, she gets a chance to discover herself, make new friends and, who knows, finds a little bit of love on the road.""), ('note', None), ('series_works_count', '4'), ('primary_work_count', '4'), ('numbered', 'true')]))]))])"
15939697;15939697;Procura-se um marido;BR;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1346425362l/15939697._SX98_.jpg;2012;Verus Editora;por;FALSE;Alicia sabe curtir a vida. Já viajou o mundo, é inconsequente, adora uma balada e é louca pelo avô, um rico empresário, dono de um patrimônio incalculável e sua única família. Após a morte do avô, ela vê sua vida ruir com a abertura do testamento. Vô Narciso a excluiu da herança, alegando que a neta não tem maturidade suficiente para assumir seu império – a não ser, é claro, que esteja devidamente casada. Alicia se recusa a casar, está muito bem solteira e assim pretende permanecer. Então, decide burlar o testamento com um plano maluco e audacioso, colocando um anúncio no jornal em busca de um marido de aluguel. Diversos candidatos respondem ao anúncio, mas apenas um deles será capaz de fazer o coração de Alicia bater mais rápido, transformando sua vida de maneiras que ela jamais imaginou. Cheio de humor, aventura, paixão e emoções intensas, Procura-se um marido vai fisgar você até a última linha.;4.25;476;Paperback;2638;122;https://www.goodreads.com/book/show/15939697-procura-se-um-marido;
17983393;17983393;O Meu Pé de Laranja Lima;BR;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369694314l/17983393._SX98_.jpg;1968;Melhoramentos;por;FALSE;Una de las más importantes novelas de la nueva literatura brasileña. Muy elogiada por la crítica y calurosamente recibida por el público, Mi planta de naranja-lima, en páginas de gran colorido narrativo y extraordinaria fuerza, relata la historia de un niño que un día, de pronto, descubre el dolor y se hace adulto precozmente.<br />Las ensoñaciones, la picardía, el sufrimiento, y la ternura del protagonista, atraerán al lector desde sus primeras páginas.;4.41;190;Paperback;362;22;https://www.goodreads.com/book/show/17983393-o-meu-p-de-laranja-lima;OrderedDict([('series_work', OrderedDict([('id', '411257'), ('user_position', '1'), ('series', OrderedDict([('id', '85520'), ('title', 'Zeze'), ('description', None), ('note', None), ('series_works_count', '3'), ('primary_work_count', '3'), ('numbered', 'true')]))]))])
26083010;26083010;Destinado (Perdida #3);BR;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439323745l/26083010._SX98_.jpg;2015;Verus Editora;por;FALSE;Ian Clarke é um homem de sorte e sabe muito bem disso. Ele encontrou a felicidade que tanto almejava ao lado de sua amada (e complicada) Sofia. Não que tenha sido fácil — mas o que é simples quando o assunto é sua esposa? O destino tem sido gentil, e por essa razão Ian se esforça tanto para ser um bom marido, um bom pai, um bom irmão. <br />Entretanto sua felicidade começa a ruir no baile de aniversário de sua irmã, Elisa. Ian assiste, impotente, enquanto sua vida perfeita se transforma em uma terrível catástrofe. A noite é desastrosa, e Elisa, a menina que ele jurou proteger, se torna alvo de um escândalo. <br />Mas o pior ainda está por vir. Um assunto do passado, um pesadelo que há muito o persegue, retorna para assombrá-lo. Aterrorizado com a possibilidade de perder Sofia outra vez, Ian segue seu coração na tentativa de proteger a mulher que ama, sem se importar com as consequências. Ele só não suspeitava de que o preço a pagar seria tão alto...<br />Em Destinado: as memórias secretas do sr. Clarke, os leitores vão conhecer um novo capítulo da arrebatadora história de amor de Ian e Sofia — desta vez pela perspectiva desse cavalheiro que conquista corações por onde passa.;4.19;462;Paperback;1307;50;https://www.goodreads.com/book/show/26083010-destinado;OrderedDict([('series_work', OrderedDict([('id', '898529'), ('user_position', '3'), ('series', OrderedDict([('id', '176820'), ('title', 'Perdida'), ('description', None), ('note', None), ('series_works_count', '4'), ('primary_work_count', '4'), ('numbered', 'true')]))]))])
87263;87263;O Alienista;BR;https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png;;;por;FALSE;Clássico da literatura brasileira, este texto de Machado de Assis continua sendo, cento e trinta anos depois de sua publicação original, uma das mais devastadoras observações sobre a insanidade a que pode chegar a ciência. Tão palpitante quanto de leitura prazerosa, O alienista é uma dessas joias da ficção da literatura mundial.<br />Médico, Simão Bacamarte passa a se interessar pela psiquiatria, iniciando um estudo sobre a loucura em Itaguaí, onde funda a Casa Verde - um típico hospício oitocentista -, arregimentando cobaias humanas para seus experimentos. O que se segue é uma história surpreendente e atual em seu debate sobre desvios e normalidade, loucura e razão.;4.10;;;8437;240;https://www.goodreads.com/book/show/87263.O_Alienista;
24941704;24941704;No Mundo da Luna;BR;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424018935l/24941704._SX98_.jpg;2015;Verus;por;FALSE;"A vida de Luna está uma bagunça! O namorado a traiu com a vizinha, seu carro passa mais tempo na oficina do que com ela e seu chefe vive trocando seu nome.<br />Recém-formada em jornalismo, ela trabalha como recepcionista na renomada Fatos&amp;Furos. Mas, em tempos de internet e notícias instantâneas, a revista enfrenta problemas e o quadro de jornalistas diminuiu drasticamente. É assim que a coluna do horóscopo semanal cai no colo dela. Embora não tenha a menor ideia de como fazer um mapa astral e não acredite em nenhum tipo de magia, Luna aceita o desafio sem pestanejar. Afinal, quão complicado pode ser criar um texto em que ninguém presta atenção?<br />Mas a garota nem desconfia dos perigos que a aguardam e, entre muitas confusões, surge uma indesejada, porém irresistível paixão que vai abalar o seu mundo. O romance perfeito — não fosse com o homem errado. Sem saída, Luna terá que lutar com todas as forças contra a magia mais poderosa de todas, que até então ela desconhecia: o amor.<br />Com seu estilo ágil e fluido, Carina Rissi criou em No mundo da Luna uma leitura viciante, permeada de humor, magia e paixão, que vai conquistar você do início ao fim.";4.31;476;Paperback;1464;85;https://www.goodreads.com/book/show/24941704-no-mundo-da-luna;
7781465;7781465;Formação da literatura brasileira;BR;https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png;1975;Itatiaia;por;FALSE;;4.27;365;;23;0;https://www.goodreads.com/book/show/7781465-forma-o-da-literatura-brasileira;
3226895;3226895;A Droga do Amor (Os Karas, #4);BR;https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png;2003;Moderna;por;FALSE;;3.87;175;Paperback;1626;19;https://www.goodreads.com/book/show/3226895-a-droga-do-amor;OrderedDict([('series_work', OrderedDict([('id', '165867'), ('user_position', '4'), ('series', OrderedDict([('id', '45764'), ('title', 'Os Karas'), ('description', None), ('note', None), ('series_works_count', '6'), ('primary_work_count', '6'), ('numbered', 'true')]))]))])
32177051;32177051;Filhos do Éden: Universo Expandido;BR;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474486256l/32177051._SX98_.jpg;2016;Verus;por;FALSE;O guia definitivo, totalmente ilustrado e em capa dura, da tetralogia angélica. Filhos do Éden: Universo Expandido explora, em textos, imagens e organogramas, o mundo fantástico retratado nos romances A Batalha do Apocalipse, Filhos do Éden: Herdeiros de Atlântida, Filhos do Éden: Anjos da Morte e Filhos do Éden: Paraíso Perdido. Neste livro você vai encontrar: - Cronologia: os principais acontecimentos do universo, desde as Batalhas Primevas até o confronto do Armagedon. Cenário: os planos de existência, as dimensões paralelas, as rotas cósmicas e os reinos além. - Castas: as ordens infernais e angélicas, bem como as suas estirpes. - Heróis e vilões: os personagens centrais da saga, revelando seus poderes, armas e feitiços. - Bestiário: os monstros e as criaturas presentes nos quatro livros, com estatísticas para jogos de RPG. Fanfiction: conjunto de diretrizes para quem deseja escrever suas próprias histórias. - RPG: manual de regras para jogadores e mestres que pretendam ambientar seus jogos em meio a anjos, demônios e deuses.;4.42;256;Hardcover;55;1;https://www.goodreads.com/book/show/32177051-filhos-do-den;
187208;187208;Auto da Compadecida;BR;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349660793l/187208._SX98_.jpg;1973;Agir;por;FALSE;O Auto da Compadecida, de Ariano Suassuna, consegue o equilíbrio perfeito entre a tradição popular e a elaboração literária ao recriar para o teatro episódios registrados na tradição popular do cordel.;4.46;203;Paperback;3702;113;https://www.goodreads.com/book/show/187208.Auto_da_Compadecida;
22823805;22823805;Encontrada (Perdida #2);BR;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406482045l/22823805._SX98_.jpg;2014;Verus;por;FALSE;Sofia está de volta ao século dezenove e mais que animada para começar a viver o seu final feliz ao lado de Ian Clarke. No entanto, em meio à loucura dos preparativos para o casamento, ela percebe que se tornar a sra. Clarke não vai ser tão simples quanto imaginava.<br />As confusões encontram a garota antes mesmo de ela chegar ao altar — e uma tia intrometida que quer atrapalhar o relacionamento é apenas uma delas. Além disso, coisas estranhas estão acontecendo na vila. Ian parece estar enfrentando alguns problemas que prefere não dividir com a noiva.<br />Decidida, Sofia fará o que estiver ao seu alcance para ajudar o homem que ama. Ela não está disposta a permitir que nada nem ninguém atrapalhe seu futuro. Porém suas ações podem pôr tudo a perder, e Sofia descobre que a única pessoa capaz de destruir seu felizes para sempre é ela própria.<br />Em Encontrada: À espera do felizes para sempre, Carina Rissi traz de volta o mundo apaixonante de Ian e Sofia, nos permitindo mergulhar mais uma vez nesta maluca e envolvente história de amor.;4.31;476;Paperback;2218;95;https://www.goodreads.com/book/show/22823805-encontrada;OrderedDict([('series_work', OrderedDict([('id', '898528'), ('user_position', '2'), ('series', OrderedDict([('id', '176820'), ('title', 'Perdida'), ('description', None), ('note', None), ('series_works_count', '4'), ('primary_work_count', '4'), ('numbered', 'true')]))]))])
2753912;2753912;Laços de Família;BR;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462527083l/2753912._SX98_.jpg;1998;Rocco;por;FALSE;"<i>You can find an alternative cover for this ISBN <a href=""https://www.goodreads.com/book/show/31675412-la-os-de-fam-lia"" rel=""nofollow noopener"">here</a>.</i><br /><br />Treze contos que, quando publicados, criaram grande impacto no público e na comunidade literária. A autora os concebeu como se o leitor estivesse participando da elaboração de uma pintura.";4.00;136;Paperback;960;62;https://www.goodreads.com/book/show/2753912-la-os-de-fam-lia;
19312352;19312352;Memórias Póstumas de Brás Cubas / Quincas Borba;BR;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386604420l/19312352._SX98_.jpg;2008;Relógio d'Água;por;FALSE;<i>Memórias Póstumas de Brás Cubas</i> e <i>Quincas Borba</i> são dois dos principais romances de Machado de Assis unidos por um personagem comum — os outros são <i>D. Casmurro</i>, <i>Esaú e Jacó</i> e <i>Memorial de Aires</i>.<br />Nesta fase, a prosa de Machado de Assis (1839-1908) distingue-se pela ironia, o modo como interpela os leitores e por evitar o realismo «implacável e lógico» que ele criticou em <i>O Crime do Padre Amaro</i> de Eça de Queirós.<br />Ao cepticismo distanciado de <i>Memórias Póstumas de Brás Cubas</i> segue-se, seis anos depois, em <i>Quincas Borba</i> a credulidade romântica de Rubião, humilde professor tornado rico por herança de filósofo e perdido no Rio de Janeiro e na Corte em busca de emoções. Rubião é fascinado por Sofia e enganado pelo marido desta, Cristiano Palha, que transforma a mulher em instrumento da sua ascensão burguesa. Mas Sofia não tem a audácia de uma Bovary, nem sequer a desenvoltura da Luísa de <i>O Primo Basílio</i> e Rubião naufraga nas esperanças perdidas.<br />Se <i>Memórias Póstumas de Brás Cubas</i> deixa um rasto de lúcida diversão que evita a tragédia, Quincas Borba mergulha na irreversível loucura do seu personagem. Rubião parece destinado a ilustrar a teoria do filósofo Quincas Borba, resumida na frase: ao vencedor, as batatas. Neste romance cuja acção decorre entre 1867 e 1870 são visíveis os reflexos dos acontecimentos da época, desde a guerra do Brasil com o Paraguai ao esplendor e queda de Napoleão III, com quem Rubião se identificaria.;4.07;408;Paperback;40;4;https://www.goodreads.com/book/show/19312352-mem-rias-p-stumas-de-br-s-cubas-quincas-borba;
68887;68887;O Diário de um Mago;BR;https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png;1997;Pergaminho;por;FALSE;"Pelo seu pé e pelo seu passo qualquer um é absolutamente capaz de fazer o seu caminho, de atingir o seu sonho e conquistar a sua espada. (...) O Diário é um livro que não lida com a inveja; lida, isso sim, com o desejo. O encontro com nós mesmos. É um grande sonho que se alcança após uma longa viagem. O caminho pode ser construído por todos, por qualquer um que assim o queira fazer.";3.64;;;901;41;https://www.goodreads.com/book/show/68887.O_Di_rio_de_um_Mago;
12986927;12986927;As Esganadas;BR;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327583346l/12986927._SX98_.jpg;2011;Companhia das Letras;por;FALSE;O delicioso núcleo narrativo está nas tentativas aparvalhadas da polícia de encontrar um criminoso que, além de muito esperto e de não despertar suspeita nenhuma, possui uma rara característica física que dificulta sobremaneira a utilização dos novos “métodos científicos” da polícia carioca. <br />Para investigar os crimes, o famigerado chefe de polícia Filinto Müller designa um delegado ranzinza, assessorado por um auxiliar obtuso e medroso, e que contará com a inestimável ajuda de um sofisticado e culto ex-inspetor. Na perseguição ao criminoso, os três investigadores ganham a desejável companhia de uma jovem linda, destemida, viajada e moderna, que é repórter e fotógrafa da principal revista ilustrada do país.;3.43;264;Paperback;884;32;https://www.goodreads.com/book/show/12986927-as-esganadas;
2890732;2890732;Lucíola;BR;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394661983l/2890732._SY160_.jpg;1999;L&PM Pocket;por;FALSE;- Colecao Grandes Leituras<br /><br />Lucíola é um romance urbano publicado em 1862, em que José de Alencar critica o Rio de Janeiro imperial e os costumes da sociedade brasileira. Alencar transforma a cortesã de luxo Lucíola, em heroína, esta purifica sua alma com o amor de Paulo, um rapaz do interior que veio para o Rio para conhecer a corte.;3.51;176;Paperback;1955;31;https://www.goodreads.com/book/show/2890732-luc-ola;
34820569;34820569;Quando a Noite Cai;BR;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1491613502l/34820569._SX98_.jpg;2017;Verus;por;FALSE;Briana Pinheiro sabe que não é a pessoa mais sortuda do mundo. Sempre que ela está por perto algo vai mal, especialmente no trabalho. Por isso é tão difícil manter um emprego. E a garota realmente precisa de grana, já que a pensão da família não anda nada bem. Mas esse não é o único motivo pelo qual Briana anda perdendo o sono. Quando a noite cai e o sono vem, ela é transportada para terras distantes: um mundo com espadas, castelos e um guerreiro irlandês que teima em lhe roubar os sonhos... e o coração. Depois de ser demitida — pela terceira vez no mês! —, Briana reúne coragem e esperanças e sai em busca de um novo trabalho. É quando Gael O’Connor cruza seu caminho. O irlandês de olhar misterioso e poucas palavras lhe oferece uma vaga em uma de suas empresas. Só tem um probleminha: seu novo chefe é exatamente igual ao guerreiro dos seus sonhos. Enquanto tenta manter a má sorte longe do escritório, Briana acaba por misturar realidade e fantasia e se apaixona pelo belo, irresistível e enigmático Gael. Em uma viagem à Irlanda, a paixão explode e, com ela, o mundo de Briana, pois a garota vai descobrir que seu conto de fadas está em risco — e que talvez nem mesmo o amor verdadeiro seja capaz de triunfar...;4.23;476;;906;60;https://www.goodreads.com/book/show/34820569-quando-a-noite-cai;
7495652;7495652;Poderosa (Poderosa #1);BR;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1301677387l/7495652._SX98_.jpg;2006;Fundamento;por;FALSE;O pai e a mãe estão se separando, o irmão caçula é o garoto mais implicante do planeta e a avó passa os dias na cama, descascando a parede com as unhas, sem saber o que acontece ao redor. É este o habitat de Joana Salva, que aos 13 anos sonha em ser escritora. Tudo o que ela desejava era criar histórias que distraíssem os futuros leitores, mas um dia faz uma redação sobre a quase xará Joana d'Arc e provoca uma reviravolta na História.<br /><br />Se uma simples redação podia mudar o passado, por que não usar a literatura para consertar o presente? Joana Dalva não hesita em converter a ficção em realidade. O problema é que cada texto produz consequências imprevistas, dando origem a novos textos que trazem novos problemas. E o jogo de gato e rato acaba escapando do controle.;3.54;185;;932;26;https://www.goodreads.com/book/show/7495652-poderosa;OrderedDict([('series_work', OrderedDict([('id', '247663'), ('user_position', '1'), ('series', OrderedDict([('id', '58956'), ('title', 'Poderosa'), ('description', 'Diário de uma garota que tinha o mundo na mão.'), ('note', None), ('series_works_count', '5'), ('primary_work_count', '5'), ('numbered', 'true')]))]))])
38898355;38898355;O Peso do Pássaro Morto;BR;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519946640l/38898355._SX98_.jpg;2017;Nós;por;FALSE;A vida de uma mulher, dos 8 aos 52, desde as singelezas cotidianas até as tragédias que persistem, uma geração após a outra. Um livro denso e leve, violento e poético. É assim O peso do pássaro morto, romance de estreia de Aline Bei, onde acompanhamos uma mulher que, com todas as forças, tenta não coincidir apenas com a dor de que é feita.;4.50;168;Paperback;4886;727;https://www.goodreads.com/book/show/38898355-o-peso-do-p-ssaro-morto;
6383299;6383299;A Cartomante e Outros Contos;BR;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1608861524l/6383299._SX98_.jpg;1995;Moderna;por;FALSE;"Nos contos de Machado de Assis, a análise psicológica, a fina ironia e o estilo conciso associam-se para estabelecer um quadro crítico e bem-humorado da sociedade brasileira do século XIX. As histórias reunidas nestas três antologias prendem a atenção do leitor do começo ao fim, revelando o grande domínio que o autor tinha desse gênero.<br /><br />A causa secreta;<br />Conto de escola;<br />Pai contra mãe;<br />O enfermeiro;<br />O caso da vara;<br />Noite de almirante;<br />Um apólogo;<br />O espelho;<br />Umas férias;<br />Missa do Galo;<br />A igreja do diabo;<br />A cartomante.";4.08;88;Paperback;1019;6;https://www.goodreads.com/book/show/6383299-a-cartomante-e-outros-contos;
